Date,Open,High,Low,Close
07/27/2018,"78,571.29","80,588.66","77,871.41","79,866.11"
07/20/2018,"76,587.39","79,488.74","75,889.82","78,571.29"
07/13/2018,"75,731.64","76,682.09","74,196.44","76,594.36"
07-06-2018,"72,762.51","75,126.63","71,934.70","75,010.39"
06/29/2018,"70,641.99","73,020.19","69,779.24","72,762.52"
06/22/2018,"70,757.06","72,617.28","69,068.77","70,640.65"
06/15/2018,"72,942.52","73,715.74","69,582.51","70,757.73"
06-08-2018,"77,243.91","78,892.02","71,161.52","72,942.07"
06-01-2018,"78,886.48","78,886.48","75,336.89","77,239.75"
05/25/2018,"83,095.39","83,882.88","78,622.41","78,897.66"
05/18/2018,"85,221.90","86,678.21","81,390.93","83,081.88"
05-11-2018,"83,199.29","86,406.22","82,201.28","85,220.24"
05-04-2018,"86,442.70","86,739.48","82,745.64","83,118.03"
04/27/2018,"85,520.41","87,178.66","84,348.70","86,444.66"
04/20/2018,"84,328.20","86,149.14","82,761.97","85,550.09"
04/13/2018,"84,832.45","85,576.90","83,154.65","84,334.41"
04-06-2018,"85,364.83","86,147.76","82,826.04","84,820.42"
03/29/2018,"84,377.31","85,708.01","82,889.44","85,365.56"
03/23/2018,"84,886.15","85,499.17","83,677.64","84,377.19"
03/16/2018,"86,386.23","87,333.24","84,525.46","84,886.00"
03-09-2018,"85,291.95","86,930.56","84,396.91","86,371.00"
03-02-2018,"87,295.86","88,317.83","83,896.94","85,761.00"
02/23/2018,"84,524.58","87,358.33","84,260.62","87,293.00"
02/16/2018,"80,901.47","84,686.09","80,901.47","84,524.00"
02-09-2018,"84,039.78","84,409.73","79,690.09","80,898.00"
02-02-2018,"85,530.84","86,212.82","83,803.60","84,041.00"
01/26/2018,"81,219.50","85,530.84","80,523.84","85,530.00"
01/19/2018,"79,349.12","81,429.06","79,349.12","81,219.00"
01-12-2018,"79,070.27","79,440.47","78,163.85","79,349.00"
01-05-2018,"77,365.20","79,134.83","76,402.60","79,071.00"
